IDX	S1	S2	A1	A2	A3	A1_Label	A2_Label	A3_Label
1413	Tom put the gadolinium in water. Gadolinium reacts slowly with water.	Gadolinium reacts slowly with water.	Tom's experiment demonstrated gadolinium's reactivity with water.	The resulting compound affected the experiment's outcome.	In this instance, the gadolinium didn't react at all.	TRUE	NONE	FALSE
1414	There were facts about his preference for her. Facts suggest possibility.	Possibly he had a crush on her.	His preference was purely based on professional admiration.	His behavior was often misinterpreted due to his friendly nature.	He frequently praised her talents and personality.	FALSE	NONE	TRUE
1415	There are some problems with same-sex relationships. Abuse occurs in same sex relationships.	Abuse rarely attracts people's attention.	The normalization of different relationship types can influence the visibility of abuse and societal attention.	The societal stigma surrounding same-sex relationships often leads to overlooked abuse.	The attention towards abuse is not dependent on the type of relationship.	NONE	TRUE	FALSE
1416	My brother with schizophrenia had untreated drugs. Violence can also occur when schizophrenia is compounded by untreated drug use.	He became violent.	Despite the drug issue, he had always been a calm person.	His deteriorating mental health led to both drug misuse and violence.	His aggression surfaced as his drug habit remained unaddressed.	FALSE	NONE	TRUE
1417	Jack is an asthmatic. Asthmatics are at greater risk of developing irreversible airway damage from smoking.	He is at greater risk of developing irreversible airway damage from smoking.	His stressful job leads to increased cigarette consumption.	Jack's frequent cough and wheezing are signs of airway damage.	Jack's asthma is well-managed with medication and regular exercise.	TRUE	NONE	FALSE
1418	Tom's boss made a vague decision.	Tom needs to do it alone.	Uncertainty stems from decisions.	The ambiguity in his boss's decision forced Tom to work independently.	Tom's preference for working alone is unrelated to his boss's decision.	NONE	TRUE	FALSE
1419	The industrial revolution greatly accelerated the process of urbanization.	The government invested a lot to rebuild a better and new environment for people's living.	Urbanization increases environmental pollution.	The government's investment was unrelated to urbanization or pollution.	Urbanization prompted government intervention for environmental restoration.	NONE	FALSE	TRUE
1420	A currency gains in value relative to gold. Deflation occurs when a currency gains in value relative to gold.	Deflation occurs.	The economy's overall health is affected by both exchange rates and deflation.	The exchange rate is just one of many factors affecting deflation.	The high exchange rate is a precursor to lower prices.	NONE	FALSE	TRUE
1421	It's Hailing today.	Tom's car was covered by snow.	The hail evolved into a snowstorm, affecting Tom's vehicle.	The weather conditions influenced the local school closures.	Tom's car was parked in a heated garage.	TRUE	NONE	FALSE
1422	Jason saw a viper. Vipers are known as vipers.	He scream "viper" and ran.	Jason was actually rehearsing for a play about wildlife.	Jason's fear of reptiles caused his hasty retreat.	Jason's reaction led to a panic among other park visitors.	FALSE	TRUE	NONE
1423	The vein was cut. Veins contain red blood.	The red blood flew out.	The sudden drop in blood pressure alarmed the medical team.	The scalpel's sharp edge sliced through the vein.	The cut on the vein was only superficial.	NONE	TRUE	FALSE
1424	The clove killed harmful bacteria. Cloves act as a wound antiseptic by killing harmful bacteria.	His wound was recovered.	His overall health improved, including a decrease in inflammation.	The wound showed improvement after the clove application.	The wound healed due to his body's natural healing process.	NONE	TRUE	FALSE
1425	The superman are like Herpetologist. Herpetologists require skills.	He has skills of that creature.	His skills are not related to herpetology.	His unique approach to herpetology is shaping the field.	His herpetology studies honed his skills, but his lack of experience held him back.	FALSE	NONE	TRUE
1426	This ship is large. Decks have levels.	It has seven levels of deck.	The ship's buoyancy is affected by its size and number of deck levels.	The ship's size is directly proportional to the number of deck levels.	The ship's size does not determine the number of deck levels.	NONE	TRUE	FALSE
1427	The smart hunter changed his goals to tigers.	The cheetahs were smarter to avoid his hunting.	The hunter's shift in prey led to the cheetahs' strategic evolution.	The sudden rise in tiger population affected both the hunter's and cheetahs' hunting strategies.	The cheetahs' adaptation might have been a response to other predators, not the hunter.	TRUE	NONE	FALSE
1428	Jack stole a toy in the store.	Many problems arise from that.	Jack's theft was a minor incident in a larger scheme.	Jack's action of theft directly led to the ensuing issues.	The store's reputation suffered, affecting both the theft and subsequent issues.	FALSE	TRUE	NONE
1429	My dog was biting clippings. Clippings are toxic to animals.	I stopped it.	The dog's health deteriorated after the incident.	There was a recent change in the dog's diet.	The dog was examined, and its condition was deemed normal.	TRUE	NONE	FALSE
1430	The man poured too much nutrient solution into the pond. Eutrophication describes the biological effects of an increase in the concentration of nutrients.	The pond had eutrophication.	The local wildlife has shown signs of illness due to the pond's condition.	The nutrient excess triggered an algal bloom, indicating eutrophication.	The pond had eutrophication, but nearby construction also contributed.	NONE	TRUE	FALSE
1431	The constructed was designed by him. Construction produces accurate results.	The workers showed respect to his accurate results.	The project's success influenced both the design process and the workers' respect.	His meticulous design led to the workers' admiration of his accuracy.	The workers were generally respectful, regardless of the accuracy of results.	NONE	TRUE	FALSE
1432	There are many provincial governors in China.	The area they govern is larger than that of many countries.	The economic activity in these provinces is directly related to their size and governance.	Provinces have large areas.	There are some small provinces in China.	NONE	TRUE	FALSE
1433	Jack's silver ring was long gone. Oxidation occurs widely in nature.	The ring is a bit blackened.	The ring's darkening may have affected its visibility, leading to its loss.	The ring was made of an alloy, not pure silver.	The ring's exposure to the elements resulted in its discoloration.	NONE	FALSE	TRUE
1434	This area has serious pollution problem.	The plants here are affected by radiation.	The circuits' radiation is causing plant decay in the polluted area.	The local wildlife has been showing signs of radiation sickness.	The circuits are not emitting any form of harmful radiation.	TRUE	NONE	FALSE
1435	Tom was the winner in the competition.	While complaining that the protection measures were not up to standard, he reluctantly participated in the competition.	The negative publicity affected the reputation of the competition organizers.	The competition's win was marred by Tom's criticism of safety standards.	Despite his victory, Tom's complaints about safety seemed unrelated to the competition.	NONE	TRUE	FALSE
1436	Mary is a smart seven-year-old girl.	Her abilities are limited.	Mary's upbringing could impact her intelligence in a positive way.	Lack limits ability.	Mary's potential is capped due to her circumstances.	FALSE	NONE	TRUE
1437	Tom used the heliotherapy. Heliotherapy is the treatment of disease by exposing the body to sunlight.	He was recovered.	The successful recovery led to an increase in heliotherapy popularity.	Tom's recovery was actually due to a new experimental drug.	Sunlight exposure was a key factor in Tom's recovery.	NONE	FALSE	TRUE
1438	There has been an intriguing case in this region.	The police conducted an investigation on this case.	The case was deemed insignificant and not worthy of police attention.	The community's trust in the police was shaken by the incident.	The law enforcement agency is known for its diligent inquiries.	FALSE	NONE	TRUE
1439	Both of my parents have asthma. Asthma tends to occur in families.	I inherited this disease from them.	My consistent exposure to dust mites aggravated my respiratory issues.	I've lived in a highly polluted area since childhood.	My doctor confirmed my asthma diagnosis based on family history.	NONE	FALSE	TRUE
1440	The archeologist found hieroglyphs on the traditional architecture. Hieroglyphs are obscure symbols but they are very ancient.	Those hieroglyphs are difficult to interpret.	The discovery of the hieroglyphs sparked a surge in archeological interest.	The difficulty in interpreting hieroglyphs is not due to their age.	The complexity of hieroglyphs stems from their antiquity.	NONE	FALSE	TRUE
1441	Frank asked the teacher what are the basic features of vertebrates. Vertebrates generally have a backbone called the spinal column.	The teacher said they generally have a backbone called the spinal column.	The teacher's explanation was part of a pre-planned lesson.	The teacher's knowledge led to the explanation about vertebrates.	The classroom discussion shifted towards the subject of vertebrates.	FALSE	TRUE	NONE
1442	There is little water in the desert.	They built a dam.	Leaves are turned into spines to prevent loss of water.	The dam was built to address the desert's water shortage.	The dam was built for hydroelectric power generation, not for water conservation.	NONE	TRUE	FALSE
1443	Jack is a Pagan.	Jack doesn't believe the existence of God.	Jack, although a Pagan, sometimes contemplates monotheistic ideas.	Jack's Paganism stems from his disbelief in a single deity.	Pagans are pantheists.	FALSE	TRUE	NONE
1444	He squeezed the pustule on his face.	He has acne pits on his face.	The acne pits were a result of genetics.	The act of squeezing the pustule caused the acne pits.	Pustules are pimples with a central collection of white pus at their top.	FALSE	TRUE	NONE
1445	Jack looked up what is the fourth leading cause of death among the elderly individuals. Influenza is the fourth leading cause of death among elderly individuals.	He finally found that the answer was influenza.	Jack stumbled upon the answer, influenza, by accident.	Jack's discovery influenced his perspective on elderly healthcare.	Jack's research led him to the conclusion of influenza.	FALSE	NONE	TRUE
1446	Tom received a very low resolution picture.	He felt ashamed.	Resolution is the number of units available to represent graphic detail in an image.	The poor quality of the photo reflected on his skills.	Tom knew the photo's quality was due to a transmission error.	NONE	TRUE	FALSE
1447	Milkweed is mildly toxic so other herbivores don't eat it. Milkweed is the exclusive diet of monarch larvae.	Monarch larvae are immune to this toxin.	The toxin's presence in the plant causes other herbivores to avoid it.	The local ecosystem's balance is disrupted by the larvae's exclusive diet.	The larvae's diet is not determined by the plant's toxicity.	TRUE	NONE	FALSE
1448	Amy felt that he was being followed.	The noise of the surroundings affected her expression.	The dim streetlights created an eerie atmosphere affecting Amy's feelings.	Her paranoia from being stalked altered her facial expressions.	Her expression changed due to a sudden, sharp headache.	NONE	TRUE	FALSE
1449	The security man would check all chemicals.	The man took out his Fragrances.	She wondered if there were any duty-free purchases that were outside the rules.	Fragrances are chemicals.	When it was the man's turn, the security guard told him he could just pass.	NONE	TRUE	FALSE
1450	The happy girl felt a sudden pain.	The girl can't remember him.	Pain causes unhappinesses.	She had forgotten him long before the pain occurred.	The shock from the pain caused her to forget him.	NONE	FALSE	TRUE
1451	This patient with herpes had sexual contact with his wife.	Soon his wife divorced him.	Herpes is spread through sexual contact when it enters the body through tiny passages in the skin.	The wife had already filed for divorce before the diagnosis.	The wife couldn't bear the thought of living with an infected partner.	NONE	FALSE	TRUE
1452	Mark is an experienced man.	He was always invited to meetings and gave perfect presentations.	The team's morale was boosted by both Mark's experience and his successful presentations.	Despite his experience, Mark often felt nervous during presentations.	Mark's vast knowledge and experience made him a sought-after presenter.	NONE	FALSE	TRUE
1453	White has a bump on his eyelid. Bumps cause eye irritation if they are on the eyelids.	White's eyes are getting sore and he has to see an ophthalmologist.	The bump on White's eyelid has been increasing in size.	White's sore eyes are due to a recent eye infection, not the bump.	White's recent lack of sleep has been affecting both the bump and his eye condition.	TRUE	FALSE	NONE
1454	Half of my life has been imprisonment. Imprisonment is the absolute violation of the self by institutionalized coercion.	I felt the sorrow of absolute violation of the self by institutionalized coercion.	My resilience grew, shaping my perception of imprisonment and violation.	Incarceration led to a profound sense of personal violation.	My sorrow was unrelated to the loss of personal freedom.	NONE	TRUE	FALSE
1455	He looked at the menu. Menus consist of breakfasts.	He ordered a breakfast.	The waiter suggested the specialty breakfast dish.	He was specifically searching for morning meal options.	He decided to go for a salad instead.	NONE	TRUE	FALSE
1456	Scientists are studying the substrate requirements of nucleases. Nucleases are phosphoidesterases with a tremendous variability in their substrate requirements.	They find tremendous variability in their substrate requirements.	The results may alter future enzymology research direction.	This discovery is due to intensive enzymology research.	The variability might be unrelated to the nucleases themselves.	NONE	TRUE	FALSE
1457	The cohesion of this system is outstanding.	The principle is applied very well.	The system's success may be due to other factors, not just principles.	Modules apply principles.	The system's success is due to the modules' adherence to principles.	FALSE	NONE	TRUE
1458	White wants a flower. Thistles have flowers.	White got one from thistle.	Thistles are known to be White's favorite flower source.	The weather conditions affected the availability of flowers on thistles.	White decided to draw a flower instead of getting one.	TRUE	NONE	FALSE
1459	Lucy had Mastectomy. Mastectomy is a traumatic procedure usually requiring post-surgery medical care.	She received post-surgery medical care for the trauma.	As a result of her surgery, Lucy had to undergo additional medical treatment.	The quality of the hospital's medical services was affected by Lucy's surgery and subsequent care.	Lucy's post-operative care was due to her pre-existing condition, not the surgery.	TRUE	NONE	FALSE
1460	That man was a paleontologist. Paleontologists study ancient life.	His book was about ancient lives.	His book inspired a popular TV series on ancient life.	His profession provided him with the knowledge to pen down.	The book was ghostwritten by another author.	NONE	TRUE	FALSE
1461	The province lies to the middle of the country.	The natural selection beame faster here.	Predation can be a strong agent of natural selection.	The faster natural selection could be due to a variety of factors.	The province's location led to diverse predator presence, accelerating natural selection.	NONE	FALSE	TRUE
1462	I got tired of dealing with the practical affairs of men. Professions deal with the practical affairs of men.	I wanted to get away from professions.	This led to a shift towards more theoretical pursuits.	My desire for escape was directly linked to my tiredness.	In reality, I discovered a new passion that diverted my attention.	NONE	TRUE	FALSE
1463	Researchers investigated the elements of the sun. Sun has hydrogen.	They found hydrogen to be a large part of it.	The research was actually centered on the sun's magnetic fields.	The research findings impact out understanding of stellar composition.	The study was triggered by the sun's hydrogen emissions.	FALSE	NONE	TRUE
1464	They are required to report the thickness of the cloth. Thickness is the thickness of the dry cloth.	They measured the thickness of the dry cloth.	The quality control team is responsible for such measurements.	The customer feedback is influenced by both the requirement and measurement.	The thickness of the cloth doesn't necessarily reflect its quality.	TRUE	NONE	FALSE
1465	The musician has a profound knowledge in music. Musicians help sound.	He helped many students changed their sounds.	The rise in online music courses influenced both his teaching and students' sound changes.	His vast musical understanding led to his ability to improve students' sound quality.	Despite his music knowledge, he wasn't directly responsible for students' sound changes.	NONE	TRUE	FALSE
1466	Leaders lead various departments. Management enhances functions.	The various parts cooperated closely to complete the task.	The introduction of a reward system influenced overall productivity.	This teamwork resulted from leadership and management's effective strategies.	The task was actually a solo effort by one department.	NONE	TRUE	FALSE
1467	Farmers hope that yields could rise. Fertilisers increase the productivity of the soil.	They bought lots of fertilisers.	The farmers invested in fertilisers to enhance their crop yield.	The local market demand for crops dropped, impacting both the farmers' yield expectations and fertiliser purchases.	The farmers bought fertilisers, but a drought caused the crops to fail.	TRUE	NONE	FALSE
1468	Tom is a geneticist. Geneticists study the inheritance of traits.	He has done a lot of researches on the differences and similarities between parents and children.	Tom's expertise in genetics led him to study familial resemblances.	His findings have revolutionized the field of genetic counseling.	Tom's research is actually centered on genetic diseases, not traits.	TRUE	NONE	FALSE
1469	Jack looked at a lot of vegetation.	The doctor said he might lose his sight.	Jack's continuous gaze at the greenery led to his eye issue.	Jack's love for nature and his health concerns led him to become an optometrist.	Jack also spent a lot of time on computers, straining his eyes.	TRUE	NONE	FALSE
1470	Tom was observing the ocean basin. Seamounts are present in many of the ocean basins.	He found some seamounts.	Tom was observing from a great distance.	A marine life survey was disrupted due to Tom's findings.	Tom had a detailed map of the ocean basin.	FALSE	NONE	TRUE
1471	The tarsier is a kind of monkey.	The tarsiers have the same characteristics as monkeys.	The primate family tree is influenced by tarsier and monkey traits.	Tarsiers have round heads.	Tarsiers, despite being primates, have unique traits unlike monkeys.	NONE	TRUE	FALSE
1472	The philosophers preferred to solve the problems through theories. Philosophers emphasize values.	They paid more attentions on their values.	Their theories impacted the philosophical community's understanding of values.	The philosophers' theories were unrelated to their values.	The philosophers' theories were derived from their values.	NONE	FALSE	TRUE
1473	Tom determined to resist his Osteoarthritises. Osteoarthritises have gradual onsets.	The repetitive onsets of pain defeated him.	Tom's resolve weakened as the pain became more frequent.	His inability to exercise regularly further aggravated his condition.	Tom's defeat was not solely due to his osteoarthritis.	TRUE	NONE	FALSE
1474	Preservatives has been added in the food she bought for me.	The food went bad before the expiration date.	The preservatives failed to prevent fat oxidation, causing spoilage.	I don't prefer foods with preservatives.	The food might have been contaminated after the purchase.	TRUE	NONE	FALSE
1475	This boy was chronically malnourished.	The boy had a healthy body.	Anaemia is directly related to nutritional deficiencies.	The boy's health was due to a genetic condition, not nutrition.	The boy's health improved after he started eating nutritious food.	NONE	FALSE	TRUE
1476	He photographed the starry sky with time-lapse photography. Constellations do apparently move around the heavens.	He saw the constellations move in the video.	The video's quality was compromised by lighting conditions.	The time-lapse video revealed the celestial bodies' movement.	The video of moving constellations wasn't his creation.	NONE	TRUE	FALSE
1477	Lucy's legs got cramps. Cramps is the cause of too much anaerobic respiration.	Too much anaerobic respiration of muscles in her legs was caused.	Lucy's cramps led her to decrease her workout intensity.	Lucy's strenuous workout led to her leg cramps.	Lucy's cramps were due to her chronic condition, not exercise.	NONE	TRUE	FALSE
1478	Even a little mass could destroy the nerve system.	Hemoglobins could destroy the nerve system.	A weakened immune system can't protect against hemoglobin.	Hemoglobin's mass is too small to harm the nerves.	Hemoglobins have mass.	NONE	FALSE	TRUE
1479	Tom was burnt. Redwoods can grow tissue to heal fire scarring sometimes completely covering the scar.	Tom used redwoods to treat the scar.	The local climate influenced both the redwood's healing ability and Tom's burn.	Tom, intrigued by the redwood's healing ability, used it on his burn.	Tom's burn was treated at the hospital, not by redwoods.	NONE	TRUE	FALSE
1480	He had trouble with breathing. Airways carry air to the lungs.	The doctor cleared his airway.	His constant exposure to dust at work affects his respiratory health.	The obstruction in his respiratory tract was causing his breathing difficulties.	He was actually having a panic attack, not a physical obstruction.	NONE	TRUE	FALSE
1481	Tom has a passion for his work. Passion is the ability to inspire people.	Tom is very efficient in his work.	Tom's efficiency stems from his discipline, not passion.	Tom's high energy levels contribute to his passion and efficiency.	His passion drives his efficiency at work.	FALSE	NONE	TRUE
1482	The young boy took into some hallucinogens. Hallucinogens are illegal.	He was arrested by the policeman.	The boy's arrest led to a neighborhood protest against police actions.	The boy's parents were influential figures in the community and prevented him from being arrested.	The boy was in a public place and caught people's eyes when he took drugs.	NONE	FALSE	TRUE
1483	The genes in the crocodiles have changed over time. Evolution simply refers to genetic change within a population over time.	The crocodiles have evolved.	Genetic changes in crocodiles may not result in evolution.	Adaptation to environmental changes confounds the genetic evolution relationship.	Genetic alterations caused noticeable changes in crocodile species.	FALSE	NONE	TRUE
1484	The flaxseeds was refined. Flaxseed is also rich in linseed oil.	Linseed oil was produced.	The refining process led to the production of linseed oil.	The price of linseed oil influenced the demand for refined flaxseeds.	The flaxseeds were refined, but no linseed oil was produced.	TRUE	NONE	FALSE
1485	There is no more money to buy food for the cattle.	Blair's cattle are dead.	Blair's cattle were killed in a sudden flood.	Lack of food led to weakened immunity, causing cattle deaths.	Parasitism is one of the greatest disease problems in grazing livestock.	FALSE	TRUE	NONE
1486	Jack is a kind and capable leader.	He has a strong ability to deal with problems.	Jack's team often relies on him for resolving difficult situations.	Logic solves problems.	Jack's problem-solving ability is unrelated to his leadership role.	TRUE	NONE	FALSE
1487	Lucy lactated her baby. Lactation decreases the amount of blood lost during menstrual periods in the months following birth.	She has a low amount of blood when she was in menstrual period.	Breastfeeding directly resulted in Lucy's reduced menstrual bleeding.	Lucy's stress level, influenced by nursing and menstruation, impacted her overall health.	Lucy also had a hormonal imbalance, which might have affected her blood levels.	TRUE	NONE	FALSE
1488	Toxoids are in shortage in this factory.	More tubes are needed.	The production of toxoids requires the use of tubes.	Tubes deliver air.	The factory's toxoid production doesn't rely on tube transport.	TRUE	NONE	FALSE
1489	Betty suffered a lot from Insomnia.	Betty ate lots of apples, a high-fiber fruit, to treat the problem.	Despite eating apples, Betty's constipation didn't improve much.	Fiber helps constipation.	Betty's digestive issue was resolved by her increased fiber intake.	FALSE	NONE	TRUE
1490	There is a big storm.	The salinity of this ocean is not high.	However, the storm is localized and affects only a small part of the ocean.	The storm's heavy rainfall is diluting the ocean water.	Precipitation lowers the ocean's salinity by adding freshwater.	FALSE	TRUE	NONE
1491	The man looked at the areas.	He saw that areas were covered by basins.	Basins cover areas.	His focus was distracted by the unusual bird species in the area.	The man was actually looking at the hills, not basins.	TRUE	NONE	FALSE
1492	Lucy is a diver.	Lucy was scared.	Lucy's fear is actually due to her claustrophobia.	Lucy was startled by a sudden underwater noise.	Divers encounter fish.	FALSE	TRUE	NONE
1493	Their performance went on harmoniously under the conductor.	The performance of their group is very good.	The group's performance was purely based on their individual skills.	Harmony contributes to the effect of motion in music.	The conductor's expertise led to the group's exemplary performance.	FALSE	NONE	TRUE
1494	All wires were cut. Termination refers to the connection of wire to something such as a piece of equipment.	Connection to the termination was destroyed.	An unexpected electrical fire was triggered by the cut wires and destroyed connection.	The destruction of the termination connection was due to the severed wires.	The termination connection was destroyed due to a separate electrical malfunction.	NONE	TRUE	FALSE
1495	Jack used the universal constant of gravity in his report. G is the universal constant of gravity.	He denoted this constant in terms of G.	Jack randomly picked G as the constant for his report.	The report's grade was influenced by the correct usage of constants.	Jack's understanding of G came from his extensive research on gravity.	FALSE	NONE	TRUE
1496	She loves silverfishes.	They appear in summer and autumn.	However, her love for silverfishes doesn't necessarily mean she's aware of their seasonal appearances.	Her fascination for the creatures led her to notice their seasonal appearances.	Silverfishes have appearances.	FALSE	TRUE	NONE
1497	Mary lives on a low plain at the edge of a big drop off.	The climate here is much different from that at the foot of the mountain.	Floodplains are a low plain at the edge of a big drop off.	The plain's location causes the distinct climate.	The plain's location has no bearing on the area's climate.	NONE	TRUE	FALSE
1498	A historian visited the tower. Towers have tops.	He saw at a glance that the material used for the top was gold phoebe.	The historian's interest in architecture led him to examine the tower's top.	The historian's visit sparked a debate about the authenticity of the gold phoebe.	The historian was there to study the tower's architecture, not its materials.	TRUE	NONE	FALSE
1499	Wang plans to visit tapirs. Tapirs inhabit countries.	He booked a flight to the country they inhabit.	Wang's love for wildlife motivates his travel decisions.	The availability of flights impacts Wang's travel and his ability to see tapirs.	Wang's trip is for a business meeting, not for tapirs.	TRUE	NONE	FALSE
1500	Mary want a puppy to be her companion.	They valued dog very much.	Mary's mood remained unchanged despite the bulldog's affectionate behavior.	Bulldogs remain companions.	Mary's loneliness disappeared after she got the bulldog.	FALSE	NONE	TRUE
1501	The clever could think of many approaches to address a problem. Approaches ensure likelihood.	He is very likely to solve the problem.	His intelligence allowed him to devise effective solutions.	His decision-making process has been influenced by his recent promotion.	However, he tends to overthink and complicate simple issues.	TRUE	NONE	FALSE
1502	Tom walked towards his opponent. Distance is the relative distance between the positions of opponents.	The distance was shorter than before.	The crowd's cheering grew louder as Tom moved closer.	Tom was actually sleepwalking, unaware of his surroundings.	Tom's steps were brisk and purposeful.	NONE	FALSE	TRUE
1503	The doctor analyzed many amnesia patients.	She collected some samples of the nonverbal language of the deaf.	The doctor's focus was primarily on memory loss, not nonverbal communication.	The doctor's work with amnesia patients led her to study nonverbal cues.	Paralanguage is the study of nonverbal cues of the voice.	FALSE	TRUE	NONE
1504	He ate a whole cantaloupe. Cantaloupe contains a high amount of water.	He is not thirsty at all.	His hydration levels were already high from drinking water all day.	Consuming cantaloupe hydrates the body, reducing thirst.	Despite the water content, cantaloupe doesn't necessarily quench thirst.	NONE	TRUE	FALSE
1505	Scientist were not good at finding intussusception.	Scientists barely found  no intussusception.	Some scientists have been successful in detecting intussusception in adults.	Intussusception is rare in adults.	The low occurrence rate of intussusception hindered scientists' detection efforts.	FALSE	NONE	TRUE
1506	Tom is old. Arthritis is a disease of the elderly.	Tom suffers from arthritis.	Tom's inability to exercise exacerbates his arthritis symptoms.	Tom's joints have been aching, a common symptom of arthritis.	Tom's arthritis could be due to an injury, not age.	NONE	TRUE	FALSE
1507	She observed the setup of this game. Setup has characteristics.	She got its characteristics.	Her confusion led to an incomplete understanding of the game.	She was tasked to understand the game's properties.	She didn't really care about the game's characteristics.	NONE	TRUE	FALSE
1508	Tom is a bit dazzled with his glasses.	His face is blushed now.	Tom's glasses cause a reaction that leads to blushing.	Tom just finished a strenuous workout session.	Lies end with blushs.	TRUE	FALSE	NONE
1509	The war began.	The two sides began to attack each other.	The economy of the region suffered due to the conflict.	The war was a direct result of retaliatory attacks.	However, there were some peaceful negotiations between the two sides.	NONE	TRUE	FALSE
1510	Boys and girls use different levels of tones in spoken communication. Pitch is defined as different levels of tones in spoken communication.	People say that boys and girls have different pitches.	Language learning is impacted by pitch and gender differences.	Pitch difference isn't solely dependent on gender.	This discrepancy originates from variations in vocal cord development.	NONE	FALSE	TRUE
1511	Wild plant has been cleared in this area. Caterpillars rely on wild plant sources to exist.	It is not likely for caterpillar to exist.	The local bird population has significantly decreased.	The deforestation directly resulted in the caterpillar population decrease.	The caterpillars have migrated to other areas with wild plants.	NONE	TRUE	FALSE
1512	This patient had excessive levels of heavy metals in his body. Chelation increases blood flow particularly to tiny arterioles.	The doctor treated the patient with chelation therapy.	The patient's improved health could also be due to a cleaner diet.	The patient's heavy metal levels remained high post-therapy.	The patient's health improved post the chelation therapy.	NONE	FALSE	TRUE
1513	Man did damage to the forests. Destruction contributes to greenhouse effects.	Greenhouse effect worsened.	The man's actions had no significant impact on the climate.	The increase in global temperatures affected wildlife populations.	The man's actions led to a surge in global warming.	FALSE	NONE	TRUE
1514	Astronomers warn that asteroids will hit the Earth in ten years. Astronomers provide evidence.	The evidence exposed causes a panic.	Many individuals were already skeptical about the credibility of astronomers.	The government's immediate action plan tempered the public's response.	The provided data sparked global distress.	FALSE	NONE	TRUE
1515	Tom bited an apple and left the remains of it on the table.	The exposed part of the apple was still fresh.	The apple was genetically modified to resist browning.	Oxidation occurs as a food is exposed to air.	The apple was made of plastic, therefore it cannot oxidize.	TRUE	NONE	FALSE
1516	Tom's pigment cells are divided uncontrollably.	Tom cannot identify any symptoms of its disease.	Tom's skin condition is actually a rare, non-cancerous skin disorder.	Tom's skin spots are due to his abnormal cell growth.	Melanoma occurs when pigment cells start dividing uncontrollably.	FALSE	TRUE	NONE
1517	The earthquake disrupted the signal in the earthquake zone. Officials request technical assistance.	Government officials called in signal technicians for backup.	The tremor caused a communication blackout, prompting a call for experts.	The resulting public panic influenced both the signal disruption and the call for help.	There were other reasons for the call for technicians, not just the quake.	TRUE	NONE	FALSE
1518	A hound was on the path where he grazed the sheep every day.	He couldn't generate a sound.	The shepherd's troubles were exacerbated by the hound's mute condition.	Shepherds suffer from problems.	The shepherd's problems were unrelated to the hound's silence.	TRUE	NONE	FALSE
1519	I tripped on my way home and stepped on a piece of stone.	I turn to gods for help.	Trippings cause fallings.	The pain from the stone made me pray for relief.	My religious beliefs have nothing to do with my fall.	NONE	TRUE	FALSE
1520	Tom's examination results showed severe amyloid deposition in his body.	The platelet content is beyond the normal range.	Tom's diet could also affect his platelet levels.	Tom's condition is responsible for his abnormal platelet count.	Tom's increased stress levels could be a result of both his diagnosis and abnormal blood results.	FALSE	TRUE	NONE
1521	He did not use mathematics at all in his predictions. Mathematics governs predictions.	His predictions were not accurate.	He predicted with full confidence.	Ignoring math principles resulted in his erroneous predictions.	His predictions could have been inaccurate due to other factors.	NONE	TRUE	FALSE
1522	High doses of x-rays is harmful to human bodies. Mammograms use low doses of x-rays to detect breast cancer.	Nowadays physicians tend to use mammograms to detect breast cancer.	Low-dose X-ray imaging methods have very poor cancer detection performance.	The less harmful x-ray method led to its widespread use.	The patient's health condition influences the choice of method.	FALSE	TRUE	NONE
1523	The table showed he has a lower level of hemoglobin.	The doctor told him to eat more cereals.	The doctor's cereal recommendation was for his high cholesterol.	Anemia is when the bloods iron-rich substance hemoglobin is diminished.	His diet lacked iron-rich foods leading to lower hemoglobin.	FALSE	NONE	TRUE
1524	He said that catfishes didn't have caudal fins.	His mother told him they were duckweeds.	His mother's knowledge about fish anatomy corrected his misconception.	His mother was not an expert in ichthyology.	His interest in aquatic life was sparked by a documentary.	TRUE	FALSE	NONE
1525	The girl couldn't accept darkness.	She spent all her money.	She won the lottery and won a lot of money.	Darkness is simply the absence of light.	She spent a fortune remodelling the dismal conditions of her home.	FALSE	NONE	TRUE
1526	There was lots of crickets in the bedroom. Crickets produce sound.	The couple couldn't sleep all night because of the noisy sound.	The incessant chirping kept them awake throughout the night.	The loud air conditioning system masked the cricket noise.	The couple was known for their deep, uninterrupted sleep.	TRUE	NONE	FALSE
1527	Pollutants pervade in the sea. Pollutants kill aquatic plants.	The aquatic plants in the sea are killed.	The rise in sea temperature, due to pollution, also harms sea life.	The sea's flora is unable to survive in polluted waters.	The sea plants are dying due to a mysterious disease, not pollution.	NONE	TRUE	FALSE
1528	Tom is busy with exams recently so he is very nervous.	Doctor gives him some melatonin.	The doctor prescribes melatonin to help Tom manage his stress.	Tom's stress levels also affect his appetite.	Tom doesn't believe in the effectiveness of melatonin.	TRUE	NONE	FALSE
1529	The amnion was broken. Amnion completely surrounds embryo.	The embryo was not completely surrounded anymore.	The amnion rupture might not affect the embryo's coverage.	The rupture and exposure led to the embryo's vulnerability.	The protective layer's rupture left the embryo exposed.	FALSE	NONE	TRUE
1530	Tom has eaten up today.	He pulled and vomited in the afternoon.	Tom's illness caused him to miss an important meeting.	Tom contracted a stomach bug, unrelated to his meal.	Tom threw up because he ate in a hurry.	NONE	FALSE	TRUE
